Time Step;Label Index;Name (NA);MIL;SVD;Phi (°);Voxel count;Volume (mm³);Theta (°)
0;55;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;56;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;57;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;58;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;59;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;60;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;61;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;62;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;63;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;64;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;65;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;66;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;67;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;68;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;69;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;70;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;71;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;72;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;73;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;74;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;75;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;76;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;77;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;78;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;79;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;80;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;81;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;82;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;83;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;84;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;85;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;86;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;87;;4.218847493575595e-15;nan;90.0;1.0;1.0000000000000004e-06;90.0
0;88;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;89;;4.218847493575595e-15;nan;54.735610317245346;2.0;2.0000000000000008e-06;135.00000000000003
0;90;;4.218847493575595e-15;nan;0.0;2.0;2.0000000000000008e-06;0.0
0;91;;4.218847493575595e-15;nan;0.0;2.0;2.0000000000000008e-06;0.0
0;92;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;93;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;94;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;135.0
0;95;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;96;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;97;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;135.0
0;98;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;99;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;100;;4.218847493575595e-15;nan;0.0;2.0;2.0000000000000008e-06;0.0
0;101;;4.218847493575595e-15;nan;45.0;2.0;2.0000000000000008e-06;-90.0
0;102;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;103;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;104;;4.218847493575595e-15;nan;0.0;2.0;2.0000000000000008e-06;0.0
0;105;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;135.0
0;106;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;45.0
0;107;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;108;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;109;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;110;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;111;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;112;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;113;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;114;;4.218847493575595e-15;nan;0.0;2.0;2.0000000000000008e-06;0.0
0;115;;4.218847493575595e-15;nan;0.0;2.0;2.0000000000000008e-06;0.0
0;116;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;117;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;118;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;119;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;120;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;121;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;122;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;135.0
0;123;;4.218847493575595e-15;nan;45.0;2.0;2.0000000000000008e-06;-90.0
0;124;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;125;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;126;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;127;;4.218847493575595e-15;nan;45.0;2.0;2.0000000000000008e-06;-90.0
0;128;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;129;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;130;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;131;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;132;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;133;;4.218847493575595e-15;nan;54.735610317245346;2.0;2.0000000000000008e-06;-135.00000000000003
0;134;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;135;;4.218847493575595e-15;nan;0.0;2.0;2.0000000000000008e-06;0.0
0;136;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;137;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;138;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;139;;4.218847493575595e-15;nan;45.0;2.0;2.0000000000000008e-06;180.0
0;140;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;90.0
0;141;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;45.0
0;142;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;45.0
0;143;;4.218847493575595e-15;nan;90.0;2.0;2.0000000000000008e-06;0.0
0;144;;4.218847493575595e-15;nan;0.0;3.0;3.0000000000000005e-06;0.0
0;145;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;45.00000000000003
0;146;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;-135.00000000000003
0;147;;4.218847493575595e-15;nan;62.632194841377355;3.0;3.0000000000000005e-06;45.00000000000001
0;148;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;45.0
0;149;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;-151.8450337629899
0;150;;4.218847493575595e-15;nan;63.96534822376723;3.0;3.0000000000000005e-06;29.24082151221916
0;151;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;0.0
0;152;;4.218847493575595e-15;nan;63.96534822376723;3.0;3.0000000000000005e-06;-29.24082151221916
0;153;;4.218847493575595e-15;nan;38.36866199584757;3.0;3.0000000000000005e-06;-45.00000000000002
0;154;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;135.0
0;155;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;135.0
0;156;;4.218847493575595e-15;nan;61.8450337629899;3.0;3.0000000000000005e-06;-0.0
0;157;;4.218847493575595e-15;nan;51.1000020209066;3.0;3.0000000000000005e-06;126.20602311300311
0;158;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;-135.00000000000003
0;159;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;151.8450337629899
0;160;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;135.00000000000003
0;161;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;-135.00000000000003
0;162;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;135.00000000000003
0;163;;4.218847493575595e-15;nan;51.10000202090662;3.0;3.0000000000000005e-06;53.79397688699689
0;164;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;45.00000000000003
0;165;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;135.0
0;166;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;135.0
0;167;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;45.0
0;168;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;90.0
0;169;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;-151.8450337629899
0;170;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;45.0
0;171;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;45.0
0;172;;4.218847493575595e-15;nan;45.000000000000014;3.0;3.0000000000000005e-06;90.0
0;173;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;0.0
0;174;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;-135.00000000000003
0;175;;4.218847493575595e-15;nan;90.0;3.0;3.0000000000000005e-06;135.0
0;176;;4.218847493575595e-15;nan;44.999999999999964;4.0;4.0000000000000015e-06;44.999999999999986
0;177;;4.218847493575595e-15;nan;90.0;4.0;4.0000000000000015e-06;121.717474411461
0;178;;4.218847493575595e-15;nan;58.282525588538995;4.0;4.0000000000000015e-06;-0.0
0;179;;4.218847493575595e-15;nan;72.39120351590364;4.0;4.0000000000000015e-06;180.0
0;180;;4.218847493575595e-15;nan;90.0;4.0;4.0000000000000015e-06;90.0
0;181;;4.218847493575595e-15;nan;64.97048997078429;4.0;4.0000000000000015e-06;30.742785540555385
0;182;;4.218847493575595e-15;nan;65.90515744788931;4.0;4.0000000000000015e-06;153.43494882292202
0;183;;4.218847493575595e-15;nan;90.0;4.0;4.0000000000000015e-06;90.0
0;184;;4.218847493575595e-15;nan;90.0;4.0;4.0000000000000015e-06;90.0
0;185;;4.218847493575595e-15;nan;90.0;4.0;4.0000000000000015e-06;90.0
0;186;;4.218847493575595e-15;nan;71.565051177078;4.0;4.0000000000000015e-06;-90.0
0;187;;4.218847493575595e-15;nan;17.60879648409634;4.0;4.0000000000000015e-06;90.0
0;188;;4.218847493575595e-15;nan;90.0;4.0;4.0000000000000015e-06;148.282525588539
0;189;;4.218847493575595e-15;nan;90.0;4.0;4.0000000000000015e-06;0.0
0;190;;4.218847493575595e-15;nan;90.0;4.0;4.0000000000000015e-06;0.0
0;191;;4.218847493575595e-15;nan;90.0;4.0;4.0000000000000015e-06;90.0
0;192;;4.218847493575595e-15;nan;60.00000000000001;4.0;4.0000000000000015e-06;144.73561031724537
0;193;;4.218847493575595e-15;nan;90.0;4.0;4.0000000000000015e-06;45.0
0;194;;4.218847493575595e-15;nan;45.0;4.0;4.0000000000000015e-06;-90.0
0;195;;4.218847493575595e-15;nan;90.0;4.0;4.0000000000000015e-06;0.0
0;196;;4.218847493575595e-15;nan;58.282525588538995;4.0;4.0000000000000015e-06;-0.0
0;197;;4.218847493575595e-15;nan;90.0;4.0;4.0000000000000015e-06;148.282525588539
0;198;;4.218847493575595e-15;nan;39.44464459757027;5.0;5.000000000000001e-06;-148.19389998062152
0;199;;4.218847493575595e-15;nan;90.0;5.0;5.000000000000001e-06;0.0
0;200;;4.218847493575595e-15;nan;65.50554078077674;5.0;5.000000000000001e-06;-18.434948822922003
0;201;;4.218847493575595e-15;nan;45.478508624731134;5.0;5.000000000000001e-06;79.55672871298066
0;202;;4.218847493575595e-15;nan;90.0;5.0;5.000000000000001e-06;54.72001741408811
0;203;;4.218847493575595e-15;nan;33.6167181707022;5.0;5.000000000000001e-06;-59.72382112671507
0;204;;4.218847493575595e-15;nan;90.0;5.0;5.000000000000001e-06;71.56505117707799
0;205;;4.218847493575595e-15;nan;42.59815156726442;5.0;5.000000000000001e-06;-139.51724953991493
0;206;;4.218847493575595e-15;nan;46.79221719860848;5.0;5.000000000000001e-06;-110.06263641877031
0;207;;4.218847493575595e-15;nan;90.0;5.0;5.000000000000001e-06;135.0
0;208;;4.218847493575595e-15;nan;90.0;5.0;5.000000000000001e-06;90.0
0;209;;4.218847493575595e-15;nan;72.3179043619357;5.0;5.000000000000001e-06;149.20429661376946
0;210;;4.218847493575595e-15;nan;90.0;5.0;5.000000000000001e-06;72.85656151139553
0;211;;4.218847493575595e-15;nan;73.79200085089046;5.0;5.000000000000001e-06;-119.86191056335755
0;212;;4.218847493575595e-15;nan;90.0;5.0;5.000000000000001e-06;108.43494882292204
0;213;;4.218847493575595e-15;nan;67.5285160721558;5.0;5.000000000000001e-06;-69.16048276263862
0;214;;4.218847493575595e-15;nan;52.70544507066975;5.0;5.000000000000001e-06;-130.390507057796
0;215;;4.218847493575595e-15;nan;90.0;5.0;5.000000000000001e-06;-162.8565615113955
0;216;;4.218847493575595e-15;nan;90.0;6.0;6.000000000000001e-06;59.82955461799755
0;217;;4.218847493575595e-15;nan;90.0;6.0;6.000000000000001e-06;75.34499646454194
0;218;;4.218847493575595e-15;nan;90.0;6.0;6.000000000000001e-06;53.130102354155994
0;219;;4.218847493575595e-15;nan;71.37650582947131;6.0;6.000000000000001e-06;58.381069623889815
0;220;;4.218847493575595e-15;nan;90.0;6.0;6.000000000000001e-06;167.06682160295276
0;221;;4.218847493575595e-15;nan;90.0;6.0;6.000000000000001e-06;90.0
0;222;;4.218847493575595e-15;nan;45.000000000000014;6.0;6.000000000000001e-06;180.0
0;223;;4.218847493575595e-15;nan;49.796024050665814;6.0;6.000000000000001e-06;-72.28291130025474
0;224;;4.218847493575595e-15;nan;90.0;6.0;6.000000000000001e-06;129.69017236192244
0;225;;4.218847493575595e-15;nan;90.0;6.0;6.000000000000001e-06;161.565051177078
0;226;;4.218847493575595e-15;nan;69.86806829084378;6.0;6.000000000000001e-06;-158.49514223248084
0;227;;4.218847493575595e-15;nan;60.24881467962895;6.0;6.000000000000001e-06;157.47036875390586
0;228;;4.218847493575595e-15;nan;70.56992770767175;6.0;6.000000000000001e-06;148.25075902373626
0;229;;4.218847493575595e-15;nan;49.8609726971296;6.0;6.000000000000001e-06;-147.48417565771555
0;230;;4.218847493575595e-15;nan;90.0;6.0;6.000000000000001e-06;90.0
0;231;;4.218847493575595e-15;nan;90.0;6.0;6.000000000000001e-06;45.0
0;232;;4.218847493575595e-15;nan;90.0;7.0;7.000000000000002e-06;-149.52730204953858
0;233;;4.218847493575595e-15;nan;87.61220296409502;7.0;7.000000000000002e-06;30.25554764057215
0;234;;4.218847493575595e-15;nan;81.11290634466361;7.0;7.000000000000002e-06;8.995973088816049
0;235;;4.218847493575595e-15;nan;84.31778294845586;7.0;7.000000000000002e-06;-159.42811653293717
0;236;;4.218847493575595e-15;nan;47.16368181420251;7.0;7.000000000000002e-06;-30.81936964367283
0;237;;4.218847493575595e-15;nan;90.0;7.0;7.000000000000002e-06;98.34962211699681
0;238;;4.218847493575595e-15;nan;81.65037788300319;7.0;7.000000000000002e-06;-90.0
0;239;;4.218847493575595e-15;nan;87.43571012381905;7.0;7.000000000000002e-06;-60.94281470791381
0;240;;4.218847493575595e-15;nan;90.0;7.0;7.000000000000002e-06;90.0
0;241;;4.218847493575595e-15;nan;90.0;7.0;7.000000000000002e-06;59.03624346792646
0;242;;4.218847493575595e-15;nan;90.0;7.0;7.000000000000002e-06;0.0
0;243;;4.218847493575595e-15;nan;54.45912118416502;7.0;7.000000000000002e-06;-139.97290628802148
0;244;;4.218847493575595e-15;nan;90.0;7.0;7.000000000000002e-06;0.0
0;245;;4.218847493575595e-15;nan;44.999999999999986;7.0;7.000000000000002e-06;90.0
0;246;;4.218847493575595e-15;nan;90.0;7.0;7.000000000000002e-06;0.0
0;247;;4.218847493575595e-15;nan;21.12337743618092;7.0;7.000000000000002e-06;79.26847792179287
0;248;;4.218847493575595e-15;nan;90.0;7.0;7.000000000000002e-06;93.03622820360386
0;249;;4.218847493575595e-15;nan;70.92128359822696;8.0;8.000000000000003e-06;162.81741941015514
0;250;;4.218847493575595e-15;nan;70.06939109155154;8.0;8.000000000000003e-06;29.683855708299504
0;251;;4.218847493575595e-15;nan;62.5350415999083;8.0;8.000000000000003e-06;-103.12327392058288
0;252;;4.218847493575595e-15;nan;69.80133297936514;8.0;8.000000000000003e-06;59.56902824689171
0;253;;4.218847493575595e-15;nan;90.0;8.0;8.000000000000003e-06;-142.92968313330286
0;254;;4.218847493575595e-15;nan;90.0;8.0;8.000000000000003e-06;-169.0992952568241
0;255;;0.0048491853754596415;nan;90.0;8.0;8.000000000000003e-06;-137.85529656874985
0;256;;4.218847493575595e-15;nan;90.0;8.0;8.000000000000003e-06;101.83526924236023
0;257;;4.218847493575595e-15;nan;45.00000000000003;8.0;8.000000000000003e-06;90.0
0;258;;4.218847493575595e-15;nan;90.0;8.0;8.000000000000003e-06;60.34986127540723
0;259;;4.218847493575595e-15;nan;76.93578496866333;8.0;8.000000000000003e-06;19.699905773403902
0;260;;4.218847493575595e-15;nan;90.0;9.0;9.000000000000002e-06;54.21747441146102
0;261;;4.218847493575595e-15;nan;21.39701160493309;9.0;9.000000000000002e-06;-161.06097409965764
0;262;;4.218847493575595e-15;nan;84.13989321485887;9.0;9.000000000000002e-06;167.71863276330765
0;263;;4.218847493575595e-15;nan;90.0;9.0;9.000000000000002e-06;101.9812444872891
0;264;;4.218847493575595e-15;nan;67.87445281957157;9.0;9.000000000000002e-06;58.04486833540403
0;265;;4.218847493575595e-15;nan;90.0;9.0;9.000000000000002e-06;123.98188652992728
0;266;;4.218847493575595e-15;nan;72.45159938620772;9.0;9.000000000000002e-06;108.43494882292201
0;267;;4.218847493575595e-15;nan;37.15581094301845;9.0;9.000000000000002e-06;123.41598105779634
0;268;;4.218847493575595e-15;nan;86.79513341065146;10.0;1.0000000000000003e-05;124.57990154662791
0;269;;4.218847493575595e-15;nan;90.0;10.0;1.0000000000000003e-05;-164.3112134556417
0;270;;4.218847493575595e-15;nan;81.39282898572488;10.0;1.0000000000000003e-05;164.10831205173506
0;271;;4.218847493575595e-15;nan;81.15374446920148;10.0;1.0000000000000003e-05;120.33009412918145
0;272;;4.218847493575595e-15;nan;73.23841676984948;10.0;1.0000000000000003e-05;35.37757039876832
0;273;;4.218847493575595e-15;nan;90.0;10.0;1.0000000000000003e-05;0.0
0;274;;4.218847493575595e-15;nan;86.79665038096593;10.0;1.0000000000000003e-05;-17.927919762007196
0;275;;4.218847493575595e-15;nan;90.0;10.0;1.0000000000000003e-05;-164.56395831845984
0;276;;4.218847493575595e-15;nan;80.85711803222975;10.0;1.0000000000000003e-05;-32.43418264526461
0;277;;4.218847493575595e-15;nan;69.64457379276651;10.0;1.0000000000000003e-05;16.497110102176816
0;278;;4.218847493575595e-15;nan;87.55054740860169;11.0;1.1000000000000003e-05;59.30968155606653
0;279;;4.218847493575595e-15;nan;71.31210400633647;11.0;1.1000000000000003e-05;-45.92698047621612
0;280;;0.00193870044088007;nan;66.06314601063549;11.0;1.1000000000000003e-05;52.3900987813231
0;281;;4.218847493575595e-15;nan;90.0;11.0;1.1000000000000003e-05;65.66275023958516
0;282;;4.218847493575595e-15;nan;76.6584987385421;11.0;1.1000000000000003e-05;-121.566581294861
0;283;;4.218847493575595e-15;nan;90.0;11.0;1.1000000000000003e-05;151.08716281176189
0;284;;4.218847493575595e-15;nan;90.0;11.0;1.1000000000000003e-05;134.9999999999997
0;285;;4.218847493575595e-15;nan;90.0;11.0;1.1000000000000003e-05;-135.8678522944642
0;286;;4.218847493575595e-15;nan;90.0;11.0;1.1000000000000003e-05;131.02826409470478
0;287;;4.218847493575595e-15;nan;90.0;11.0;1.1000000000000003e-05;44.99999999999997
0;288;;4.218847493575595e-15;nan;90.0;12.0;1.2000000000000002e-05;90.0
0;289;;4.218847493575595e-15;nan;65.61638867298089;12.0;1.2000000000000002e-05;91.32618089405797
0;290;;4.218847493575595e-15;nan;47.71973388207183;12.0;1.2000000000000002e-05;-170.16275579778306
0;291;;4.218847493575595e-15;nan;90.0;12.0;1.2000000000000002e-05;-179.25927141455645
0;292;;4.218847493575595e-15;nan;90.0;12.0;1.2000000000000002e-05;100.26937288488654
0;293;;4.218847493575595e-15;nan;60.62391433981955;12.0;1.2000000000000002e-05;144.6687029767606
0;294;;4.218847493575595e-15;nan;90.0;12.0;1.2000000000000002e-05;143.3496221169968
0;295;;4.218847493575595e-15;nan;90.0;12.0;1.2000000000000002e-05;90.0
0;296;;4.218847493575595e-15;nan;81.74388848935176;12.0;1.2000000000000002e-05;-24.290303161919976
0;297;;4.218847493575595e-15;nan;81.00307120914826;12.0;1.2000000000000002e-05;169.06339145182986
0;298;;4.218847493575595e-15;nan;90.0;13.0;1.3000000000000003e-05;135.00000000000006
0;299;;4.218847493575595e-15;nan;78.45490844083099;13.0;1.3000000000000003e-05;-12.360344106744968
0;300;;4.218847493575595e-15;nan;77.02650637339961;13.0;1.3000000000000003e-05;-81.86289289669111
0;301;;4.218847493575595e-15;nan;42.90307560246392;14.0;1.4000000000000003e-05;-66.55828887087392
0;302;;4.218847493575595e-15;nan;90.0;14.0;1.4000000000000003e-05;-171.20662217915094
0;303;;4.218847493575595e-15;nan;90.0;14.0;1.4000000000000003e-05;-159.57478316729657
0;304;;4.218847493575595e-15;nan;84.26155135652667;14.0;1.4000000000000003e-05;95.03464519976046
0;305;;4.218847493575595e-15;nan;90.0;14.0;1.4000000000000003e-05;-144.48520390424335
